,price,id,host_listings_count,cleaning_fee,security_deposit,accommodates,bedrooms,minimum_nights,guests_included,reviews_per_month,calculated_host_listings_count,room_type_Shared_room,room_type_Private_room,room_type_Hotel_room,host_response_time_unknown,host_response_time_within_a_day,host_response_time_within_a_few_hours,host_response_time_within_an_hour
3368,210,19828083,170,75,300,2,1,5,2,0.18,159,0,0,0,0,0,0,1
3369,75,19831358,2,45,250,4,2,2,1,0.79,2,0,0,0,0,1,0,0
3370,30,19833953,2,25,0,1,1,2,1,0.04,1,0,1,0,1,0,0,0
3371,215,19843399,1,75,400,4,1,2,2,1.67,1,0,0,0,0,0,0,1
3372,149,19844795,5,60,100,2,0,1,1,2.06,3,0,0,0,0,0,0,1
3373,448,19846180,1,140,550,9,3,2,4,0.17,1,0,0,0,0,0,0,1
3374,182,19846504,1,60,0,4,2,1,1,8.87,1,0,0,0,0,0,0,1
3375,35,19849023,2,75,0,1,1,3,1,1.67,2,0,1,0,0,0,0,1
3376,35,19849024,2,75,0,1,1,3,1,1.73,2,0,1,0,0,0,0,1
3377,125,19849588,2,75,400,2,1,2,1,1.19,1,0,1,0,0,0,1,0
3378,71,19855651,8,75,250,2,1,30,1,0.47,6,0,0,0,0,0,0,1
3379,239,19862672,1,175,1500,8,3,6,6,2.44,1,0,0,0,0,0,0,1
3380,200,19871443,1,30,100,2,1,2,1,0.08,1,0,0,0,1,0,0,0
3381,189,19872987,1,75,200,4,2,2,4,0.35,1,0,0,0,0,1,0,0
3382,275,19875628,2,125,0,4,2,2,4,0.09,2,0,0,0,0,0,0,1
3383,135,19876812,1,135,300,3,1,2,1,5.31,1,0,0,0,0,0,0,1
3384,45,19878428,1,48,100,2,1,2,2,1.43,1,0,0,0,0,0,0,1
3385,70,19891890,2,40,150,2,1,2,1,4.83,2,0,0,0,0,0,0,1
3386,73,19893618,1,45,0,4,2,1,2,6.93,1,0,0,0,0,0,0,1
3387,160,19893761,1,45,0,4,1,1,2,2.6,1,0,0,0,1,0,0,0
3388,65,19893857,1,15,0,2,1,1,1,3.17,1,0,1,0,0,0,0,1
3389,105,19894816,1,25,0,3,0,2,2,2.8,1,0,0,0,0,0,0,1
3390,155,19903773,1,45,0,6,2,4,3,0.38,1,0,0,0,1,0,0,0
3391,159,19905779,1,40,250,6,2,1,4,7.09,1,0,0,0,0,0,0,1
3392,239,19909205,2,169,250,6,2,2,6,1.81,1,0,0,0,0,0,0,1
3393,169,19910767,9,75,500,4,2,1,4,0.66,2,0,0,0,0,0,0,1
3394,110,19912859,1,15,0,2,0,1,2,1.25,1,0,0,0,1,0,0,0
3395,120,19913826,8,60,100,3,1,1,1,3.94,5,0,0,0,0,0,0,1
3396,95,19914644,1,30,150,4,1,2,2,3.79,1,0,0,0,0,0,0,1
3397,103,19931127,2,50,500,1,1,28,1,0.04,2,0,1,0,1,0,0,0
3398,95,19934738,1,50,0,2,1,2,1,0.27,1,0,1,0,1,0,0,0
3399,122,19944577,2,50,0,4,2,2,4,3.3,2,0,0,0,0,0,0,1
3400,10,19951176,1,25,100,4,1,2,4,2.32,1,0,0,0,0,0,0,1
3401,95,19963333,1,150,300,10,5,1,10,3.8,1,0,0,0,0,0,1,0
3402,110,19966378,2,60,200,2,1,2,1,2.9,2,0,0,0,0,0,0,1
3403,200,19968775,170,75,300,2,1,30,2,0.04,159,0,0,0,0,0,0,1
3404,85,19970485,4,35,250,4,0,1,2,8.88,4,0,0,0,0,0,0,1
3405,143,19983007,1,0,0,5,2,1,3,1.44,1,0,0,0,1,0,0,0
3406,120,19987123,3,100,2500,6,1,2,1,2.73,3,0,0,0,0,0,0,1
3407,93,19988455,9,0,500,16,3,2,1,1.91,9,0,0,0,0,0,0,1
3408,125,19997032,1,40,400,6,3,5,5,5.23,1,0,0,0,0,0,0,1
3409,198,19997421,0,95,250,5,3,3,5,0.32,1,0,0,0,0,0,1,0
3410,225,19998420,1,70,200,5,1,2,2,3.89,1,0,0,0,0,0,0,1
3411,50,19998942,3,0,0,1,1,1,1,6.88,3,0,1,0,0,0,0,1
3412,100,20010280,2,30,100,2,1,3,1,0.12,2,0,1,0,0,0,0,1
3413,95,20012986,1,50,0,4,1,3,2,3.32,1,0,0,0,0,0,0,1
3414,230,20013213,0,50,0,6,3,1,1,0.27,1,0,0,0,1,0,0,0
3415,99,20017302,145,50,0,3,1,2,2,1.43,138,0,0,1,0,0,0,1
3416,495,20017682,1,150,750,13,5,3,10,1.2,1,0,0,0,0,1,0,0
3417,143,20025666,14,75,0,4,1,2,4,5.6,12,0,0,0,0,0,0,1
3418,299,20029096,170,75,300,2,1,3,2,1.31,159,0,0,0,0,0,0,1
3419,174,20029802,2,0,500,4,1,2,2,5.37,2,0,0,0,0,0,0,1
3420,99,20031528,145,50,0,3,1,2,2,2.44,138,0,0,1,0,0,0,1
3421,99,20031669,145,50,0,3,1,2,2,0.39,138,0,0,1,0,0,0,1
3422,99,20031868,145,50,0,3,1,2,2,2.16,138,0,0,0,0,0,0,1
3423,99,20032059,145,50,0,3,1,2,2,1.45,138,0,0,1,0,0,0,1
3424,70,20033536,2,47,200,4,1,1,1,10.92,2,0,0,0,0,0,0,1
3425,59,20034739,8,20,5000,2,1,1,1,1.1,7,0,1,0,0,0,0,1
3426,140,20034743,1,30,0,2,1,2,1,0.04,1,0,0,0,1,0,0,0
3427,139,20035353,2,45,0,2,1,2,2,0.51,2,0,0,0,0,0,0,1
3428,50,20035812,1,25,225,2,1,1,1,5.71,1,0,1,0,0,0,1,0
3429,169,20038601,1,75,300,2,0,1,1,4.32,1,0,0,0,0,0,0,1
3430,56,20048825,1,15,0,2,1,1,1,1.3,1,0,1,0,1,0,0,0
3431,99,20050575,1,20,0,2,1,2,2,0.98,1,0,0,0,1,0,0,0
3432,75,20050709,3,25,0,2,1,2,1,3.39,3,0,1,0,0,0,0,1
3433,200,20051149,170,75,300,2,1,7,2,0.06,159,0,0,0,0,0,0,1
3434,95,20052853,1,60,0,4,2,2,1,2.05,1,0,0,0,0,0,0,1
3435,200,20058252,1,95,0,6,3,3,1,0.78,1,0,0,0,1,0,0,0
3436,150,20070375,1,150,500,6,2,2,4,3.0,1,0,0,0,0,0,0,1
3437,180,20070863,1,50,200,4,2,2,1,0.39,1,0,1,0,0,0,1,0
3438,75,20071314,3,25,0,2,1,2,1,2.02,3,0,1,0,0,0,0,1
3439,125,20075979,4,30,1000,3,1,1,1,5.13,4,0,1,0,0,0,0,1
3440,50,20095739,14,10,0,2,1,1,1,3.97,16,0,1,0,0,0,0,1
3441,115,20121716,1,50,500,3,2,2,2,0.49,1,0,0,0,0,1,0,0
3442,350,20134229,2,120,0,6,3,2,1,0.46,2,0,0,0,1,0,0,0
3443,195,20135615,1,125,3000,3,1,7,2,0.85,1,0,0,0,1,0,0,0
3444,75,20137177,1,15,0,2,1,1,1,1.4,1,0,1,0,1,0,0,0
3445,50,20137653,3,25,0,2,1,2,1,1.9,4,0,1,0,0,0,0,1
3446,140,20137888,1,50,150,4,1,2,2,2.48,1,0,0,0,0,0,1,0
3447,50,20138116,14,10,0,2,1,1,1,3.67,16,0,1,0,0,0,0,1
3448,130,20139362,9,45,100,2,1,1,1,4.6,9,0,0,0,0,0,0,1
3449,275,20139953,1,185,250,5,3,3,5,0.28,1,0,0,0,1,0,0,0
3450,130,20140099,9,45,100,2,1,1,1,4.16,9,0,0,0,0,0,0,1
3451,200,20140347,1,100,0,5,2,3,1,0.08,1,0,0,0,1,0,0,0
3452,80,20141183,2,25,100,2,1,2,1,4.33,2,0,1,0,0,0,0,1
3453,400,20148935,1,150,500,6,2,2,2,1.67,1,0,0,0,0,0,0,1
3454,90,20153039,1,35,0,1,1,7,1,1.12,1,1,0,0,0,1,0,0
3455,150,20153886,1,0,0,3,1,3,2,0.04,1,0,0,0,1,0,0,0
3456,110,20154129,1,40,0,4,1,2,2,1.87,1,0,0,0,1,0,0,0
3457,120,20155839,2,150,195,6,2,1,1,1.68,1,0,0,0,0,0,0,1
3458,145,20166022,1,60,150,4,2,1,1,1.87,1,0,0,0,0,0,0,1
3459,90,20166291,1,25,0,2,1,3,1,0.04,1,0,1,0,1,0,0,0
3460,195,20169621,2,100,500,4,0,2,1,4.25,2,0,0,0,0,0,0,1
3461,140,20171893,1,70,0,6,2,2,3,5.18,1,0,0,0,0,0,0,1
3462,120,20176620,16,55,300,4,0,1,1,5.5,6,0,0,0,0,0,0,1
3463,175,20176915,1,120,250,6,2,3,2,1.99,1,0,0,0,0,0,0,1
3464,125,20189383,1,45,0,4,0,1,1,2.77,1,0,0,0,1,0,0,0
3465,106,20189433,2,90,100,4,1,2,2,1.63,2,0,0,0,0,0,0,1
3466,175,20191772,1,5,0,4,1,1,2,0.04,1,0,0,0,1,0,0,0
3467,100,20192534,1,40,0,4,1,3,4,1.28,1,0,0,0,0,0,0,1
3468,99,20192701,2,59,225,2,0,2,2,5.8,2,0,0,0,0,0,0,1
3469,50,20196666,2,30,200,1,1,3,1,3.71,2,0,1,0,0,0,0,1
3470,120,20197362,2,120,650,4,1,1,2,4.24,2,0,0,0,0,0,0,1
3471,109,20197795,6,35,0,4,1,2,2,4.23,6,0,0,0,0,0,0,1
3472,89,20212882,5,150,300,8,3,3,4,7.1,2,0,0,0,0,0,0,1
3473,103,20213679,1,75,250,2,1,28,2,2.51,1,0,0,0,0,0,1,0
3474,80,20214304,1,30,150,2,1,1,1,7.83,1,0,0,0,0,0,0,1
3475,20,20216769,1,0,100,1,1,5,1,0.08,1,0,1,0,1,0,0,0
3476,155,20227655,4,40,0,2,1,2,1,0.85,2,0,0,0,0,1,0,0
3477,79,20231635,1,20,0,1,1,1,1,0.15,1,0,1,0,1,0,0,0
3478,138,20233409,4,40,0,3,1,2,1,1.79,2,0,0,0,0,1,0,0
3479,85,20234206,1,30,0,2,1,3,2,0.16,1,0,0,0,1,0,0,0
3480,150,20236793,2,0,100,2,1,2,2,5.75,2,0,0,0,0,0,0,1
3481,55,20237728,1,75,150,1,1,30,1,0.39,1,0,1,0,0,0,0,1
3482,92,20239039,6,55,100,3,1,1,3,5.21,6,0,1,0,0,0,0,1
3483,75,20243453,1,60,0,2,0,2,2,1.97,1,0,0,0,0,0,0,1
3484,169,20252870,1,25,250,4,2,2,2,2.29,1,0,1,0,0,0,0,1
3485,275,20254531,2,50,0,6,2,1,4,0.47,1,0,0,0,1,0,0,0
3486,195,20256234,2,200,200,6,3,3,4,0.89,2,0,0,0,0,0,0,1
3487,99,20257599,1,40,0,5,1,2,2,0.54,1,0,1,0,1,0,0,0
3488,159,20266780,7,60,0,2,1,2,2,5.8,7,0,0,0,0,0,0,1
3489,499,20266891,170,175,500,4,2,4,4,0.24,159,0,0,0,0,0,0,1
3490,70,20268930,6,39,0,3,0,2,2,6.94,6,0,0,0,0,0,0,1
3491,110,20269051,9,65,250,4,1,3,2,4.34,9,0,0,0,0,0,0,1
3492,100,20269058,9,65,250,4,1,3,2,3.31,9,0,0,0,0,0,0,1
3493,165,20270953,15,95,150,2,1,2,2,3.7,15,0,0,0,0,0,0,1
3494,70,20272681,1,30,100,4,2,1,1,0.12,1,0,0,0,1,0,0,0
3495,90,20279587,1,20,100,2,1,2,1,3.15,1,0,1,0,0,0,0,1
3496,250,20282139,2,150,500,6,3,2,4,0.16,2,0,0,0,1,0,0,0
3497,75,20282909,6,50,100,2,1,1,2,4.34,6,0,1,0,0,0,0,1
3498,187,20283906,2,75,400,5,2,3,2,0.97,2,0,0,0,1,0,0,0
3499,229,20284715,1,75,2500,6,3,2,1,0.04,1,0,0,0,1,0,0,0
3500,129,20285016,8,60,100,2,1,1,1,2.36,5,0,0,0,0,0,0,1
3501,80,20285652,1,20,0,2,1,1,1,7.11,1,0,1,0,0,0,0,1
3502,65,20285712,31,90,195,3,1,2,1,3.82,12,0,0,0,0,0,0,1
3503,175,20287584,2,225,1000,7,3,30,1,2.15,2,0,0,0,0,0,0,1
3504,65,20297200,1,25,0,2,1,1,1,1.75,1,0,0,0,1,0,0,0
3505,107,20307047,1,0,0,5,2,2,4,0.27,1,0,0,0,1,0,0,0
3506,150,20308607,42,55,200,3,0,2,2,6.43,41,0,0,0,0,0,0,1
3507,100,20309188,1,25,0,4,1,2,3,4.92,1,0,0,0,0,0,0,1
3508,33,20325051,1,0,0,2,1,1,1,6.27,1,0,1,0,0,0,0,1
3509,109,20327028,1,65,250,2,1,2,1,1.03,1,0,0,0,0,0,0,1
3510,65,20327872,9,0,150,4,1,1,1,3.41,9,0,1,0,0,0,0,1
3511,135,20328571,1,38,200,3,1,3,2,3.58,1,0,0,0,0,0,0,1
3512,275,20328966,1,175,0,8,3,2,1,2.07,1,0,0,0,0,0,0,1
3513,65,20330713,9,0,100,4,1,1,1,3.34,9,0,1,0,0,0,0,1
3514,80,20330763,4,25,0,3,1,1,1,1.13,4,0,1,0,0,0,0,1
3515,58,20333979,9,0,100,4,1,1,1,3.45,9,0,1,0,0,0,0,1
3516,110,20365653,1,10,0,4,0,1,1,1.55,1,0,0,0,1,0,0,0
3517,105,20367435,62,70,200,5,1,1,1,0.29,53,0,0,0,0,0,0,1
3518,799,20381725,2,250,1000,16,7,2,8,2.12,2,0,0,0,0,0,0,1
3519,175,20384040,42,55,200,5,2,2,2,4.9,41,0,0,0,0,0,0,1
3520,96,20390023,1,50,250,2,0,3,2,4.17,1,0,0,0,0,0,0,1
3521,145,20390246,74,254,0,8,3,2,8,0.4,1,0,0,0,0,0,0,1
3522,222,20390286,146,254,0,6,3,2,6,0.21,2,0,0,0,0,0,0,1
3523,148,20390303,135,269,0,6,3,3,6,0.44,4,0,0,0,0,0,0,1
3524,103,20390310,135,139,0,6,2,2,6,1.17,4,0,0,0,0,0,0,1
3525,102,20390337,78,125,0,4,2,2,4,1.22,1,0,0,0,0,0,0,1
3526,145,20390340,135,244,0,6,3,2,6,0.28,4,0,0,0,0,0,0,1
3527,220,20390355,135,264,0,6,3,2,6,0.57,4,0,0,0,0,0,0,1
3528,133,20390399,146,254,0,6,3,2,6,0.9,2,0,0,0,0,0,0,1
3529,160,20393017,1,40,500,4,3,2,1,0.63,1,0,0,0,1,0,0,0
3530,89,20394910,1,30,100,2,1,2,2,1.86,1,0,0,0,0,0,1,0
3531,160,20405820,3,40,0,2,0,1,2,4.76,3,0,0,0,0,0,0,1
3532,99,20408144,1,20,0,2,1,2,2,1.9,1,0,1,0,0,0,0,1
3533,120,20408186,0,35,0,2,1,1,1,0.79,1,0,0,0,0,0,0,1
3534,48,20411832,1,0,0,2,1,1,1,1.88,1,0,1,0,1,0,0,0
3535,89,20413890,2,30,100,3,0,2,2,5.49,2,0,0,0,1,0,0,0
3536,140,20425771,4,75,0,10,3,1,5,4.2,4,0,0,0,0,0,0,1
3537,50,20427308,4,20,0,2,1,1,1,1.18,4,0,1,0,0,0,0,1
3538,295,20428070,2,150,500,6,3,2,6,0.48,1,0,0,0,0,0,1,0
3539,150,20429546,4,30,100,3,1,2,1,2.0,4,0,1,0,0,0,0,1
3540,95,20436882,1,15,100,4,0,2,1,3.97,1,0,0,0,0,0,0,1
3541,110,20438542,1,0,0,1,1,1,1,0.04,1,0,1,0,1,0,0,0
3542,58,20441251,1,150,800,3,1,182,2,0.13,1,0,0,0,1,0,0,0
3543,90,20445446,62,60,200,2,0,2,1,0.08,53,0,0,0,0,0,0,1
3544,60,20449022,1,40,0,4,1,2,2,2.93,1,0,0,0,0,0,0,1
3545,175,20453505,42,55,200,5,2,2,2,6.09,41,0,0,0,0,0,0,1
3546,135,20455588,4,65,0,6,2,1,4,4.34,3,0,0,0,0,0,0,1
3547,165,20456853,1,100,0,2,1,2,1,0.64,1,0,0,0,0,0,1,0
3548,199,20457240,1,100,200,8,2,3,4,1.08,1,0,0,0,1,0,0,0
3549,80,20458562,6,45,100,2,1,1,2,3.97,6,0,1,0,0,0,0,1
3550,145,20460194,1,75,500,6,1,2,6,3.31,1,0,0,0,0,0,0,1
3551,65,20468484,1,30,400,5,2,3,2,0.68,1,0,0,0,1,0,0,0
3552,45,20481127,1,14,0,1,1,1,1,0.83,1,1,0,0,0,0,0,1
3553,300,20482259,1,75,0,3,0,2,3,0.79,1,0,0,0,0,0,0,1
3554,55,20487351,4,25,0,4,1,1,1,1.26,4,0,1,0,0,0,0,1
3555,175,20497066,6,55,0,4,1,1,2,9.13,2,0,0,0,0,0,0,1
3556,55,20498045,1,30,0,3,2,3,1,3.54,1,0,0,0,0,0,0,1
3557,27,20501756,1,75,0,1,1,30,1,0.17,1,0,1,0,0,1,0,0
3558,179,20514304,2,120,400,5,2,2,4,0.4,2,0,0,0,0,0,0,1
3559,102,20517419,2,25,100,2,1,2,2,0.4,1,0,1,0,1,0,0,0
3560,200,20520544,3,80,300,4,2,31,2,2.99,3,0,0,0,0,0,0,1
3561,320,20523187,1,100,0,5,2,2,1,0.28,1,0,0,0,1,0,0,0
3562,40,20524168,1,35,125,1,1,30,1,0.33,1,0,1,0,0,0,1,0
3563,55,20534493,2,20,0,2,1,1,1,1.26,2,0,1,0,1,0,0,0
3564,375,20541200,8,125,500,8,3,6,6,0.41,5,0,0,0,0,0,0,1
3565,100,20542042,1,80,1500,4,1,1,2,4.4,1,0,0,0,0,0,0,1
3566,328,20543609,1,135,500,6,3,3,4,0.28,1,0,0,0,1,0,0,0
3567,50,20544121,1,130,200,2,1,4,1,0.8,1,0,0,0,0,0,0,1
3568,100,20545189,3,250,1500,14,5,4,12,0.26,3,0,0,0,0,0,0,1
3569,150,20551436,3,80,100,4,2,2,4,0.2,1,0,1,0,0,0,0,1
3570,164,20553160,1,50,100,6,2,3,4,0.79,1,0,0,0,1,0,0,0
3571,175,20553170,42,55,200,5,2,2,2,6.39,41,0,0,0,0,0,0,1
3572,500,20553784,3,200,1500,8,4,1,8,0.64,3,0,0,0,0,0,0,1
3573,38,20556041,1,25,0,1,1,7,1,0.08,1,0,1,0,0,0,0,0
3574,95,20557887,1,50,0,2,1,2,1,0.36,1,0,0,0,1,0,0,0
3575,300,20568128,2,50,0,6,3,3,1,0.04,2,0,0,0,1,0,0,0
3576,98,20571788,1,28,0,4,1,1,2,2.87,1,0,0,0,0,0,0,1
3577,105,20572116,1,60,500,4,1,2,2,6.02,1,0,0,0,0,0,0,1
3578,99,20574696,1,15,200,2,1,1,2,0.64,1,0,1,0,1,0,0,0
3579,89,20575236,1,40,0,4,0,2,2,6.87,1,0,0,0,0,0,0,1
3580,99,20586623,1,75,100,2,1,2,2,0.72,1,0,0,0,0,0,1,0
3581,90,20587283,0,5,150,4,2,1,1,2.53,1,0,0,0,1,0,0,0
3582,100,20589336,2,25,250,2,1,1,1,0.04,2,0,1,0,0,1,0,0
3583,30,20598952,1,15,0,2,1,2,2,6.15,1,0,1,0,0,0,0,1
3584,55,20601558,1,150,300,8,3,2,8,3.76,1,0,0,0,0,0,0,1
3585,120,20601895,1,35,0,4,1,1,1,8.15,1,0,0,0,0,0,0,1
3586,175,20604731,1,75,250,3,2,2,4,2.48,2,0,0,0,0,0,0,1
3587,99,20606159,1,70,0,2,1,2,1,4.04,1,0,0,0,0,0,0,1
3588,299,20606256,2,150,500,4,2,3,4,0.04,1,0,0,0,0,0,0,1
3589,89,20618832,1,75,300,4,2,60,1,0.14,1,0,0,0,1,0,0,0
3590,200,20622986,1,60,0,2,1,2,1,2.3,1,0,0,0,0,0,0,1
3591,117,20626157,1,38,0,3,1,5,2,0.24,1,0,0,0,1,0,0,0
3592,200,20626196,10,50,300,3,1,1,2,6.41,4,0,0,0,0,0,0,1
3593,168,20626390,1,103,300,7,2,2,2,5.67,1,0,0,0,0,0,0,1
3594,40,20635859,3,10,100,2,1,1,1,1.21,3,0,1,0,0,0,0,1
3595,205,20638901,428,140,0,6,2,2,4,0.19,16,0,0,0,0,0,0,1
3596,75,20641402,2,0,0,3,1,3,1,2.01,2,0,0,0,0,0,0,1
3597,250,20647832,3,140,500,5,3,3,1,1.82,3,0,0,0,0,0,0,1
3598,39,20651411,3,10,100,2,1,1,1,1.56,3,0,1,0,0,0,0,1
3599,95,20653551,1,25,0,2,1,2,1,0.9,1,0,0,0,0,1,0,0
3600,170,20656485,2,60,200,8,2,3,6,2.34,1,0,0,0,0,0,0,1
3601,119,20663660,62,85,200,4,2,1,2,0.16,53,0,0,0,0,0,0,1
3602,300,20666810,2,150,300,6,3,4,4,0.23,2,0,0,0,0,0,0,1
3603,100,20667852,1,35,200,3,0,1,1,1.52,1,0,0,0,0,0,0,1
3604,120,20677875,1,10,0,4,1,1,2,4.58,1,0,1,0,0,0,0,1
3605,175,20678766,170,75,300,2,0,5,1,0.06,159,0,0,0,0,0,0,1
3606,175,20678870,170,75,300,2,0,2,1,0.35,159,0,0,0,0,0,0,1
3607,175,20678933,170,75,300,2,1,5,2,0.05,159,0,0,0,0,0,0,1
3608,185,20681026,1,270,0,5,2,3,1,0.14,1,0,0,0,1,0,0,0
3609,385,20690887,1,255,700,6,3,2,5,4.06,1,0,0,0,0,0,0,1
3610,130,20692613,1,75,150,2,1,2,1,3.58,1,0,0,0,0,0,0,1
3611,110,20693498,1,50,0,2,1,1,2,0.64,1,0,0,0,1,0,0,0
3612,300,20696304,3,80,250,4,1,2,1,6.56,3,0,0,0,0,0,0,1
3613,165,20697098,1,0,0,4,2,2,4,1.14,1,0,0,0,0,0,1,0
3614,45,20712028,2,20,0,2,1,1,2,3.7,2,0,1,0,0,0,0,1
3615,150,20729189,1,35,0,2,0,5,1,0.24,1,0,0,0,1,0,0,0
3616,90,20729321,7,85,0,6,2,1,4,2.76,7,0,0,0,0,0,0,1
3617,57,20729792,1,15,200,2,1,2,1,1.53,1,0,1,0,1,0,0,0
3618,125,20742707,1,80,0,3,1,1,1,0.04,1,0,0,0,1,0,0,0
3619,150,20745236,1,55,0,3,1,2,1,2.0,1,0,0,0,0,0,0,1
3620,300,20750562,13,100,250,16,5,1,13,6.85,13,0,0,0,0,0,0,1
3621,65,20758418,1,40,100,2,1,2,1,0.6,1,0,1,0,1,0,0,0
3622,55,20759002,1,50,100,2,1,2,2,2.51,1,0,0,0,0,0,1,0
3623,67,20759864,1,100,250,4,1,1,1,1.56,1,0,0,0,0,0,0,1
3624,70,20762019,1,50,200,3,1,2,2,3.8,1,0,0,0,0,0,0,1
3625,264,20774329,3,120,0,14,3,1,4,4.69,3,0,0,0,0,0,1,0
3626,86,20775214,1,25,200,2,1,1,1,0.24,1,0,0,0,1,0,0,0
3627,45,20787203,2,20,0,2,1,1,2,4.35,2,0,1,0,0,0,0,1
3628,130,20787841,14,75,0,3,0,2,4,4.69,2,0,0,0,0,0,0,1
3629,95,20788157,2,95,300,4,1,2,1,1.38,2,0,0,0,0,0,0,1
3630,10,20796522,1,0,0,2,1,1,2,6.4,1,0,1,0,0,0,0,1
3631,114,20801683,1,100,0,6,3,4,1,0.33,1,0,0,0,1,0,0,0
3632,250,20803201,4,125,400,6,2,2,3,0.73,4,0,0,0,0,0,0,1
3633,60,20805317,2,25,0,2,1,2,2,2.19,2,0,1,0,0,0,1,0
3634,50,20806894,1,0,0,2,1,2,1,3.19,1,0,1,0,0,0,0,1
3635,180,20815672,1,125,500,6,2,14,3,0.23,1,0,0,0,0,1,0,0
3636,180,20816783,1,130,250,4,2,5,1,0.08,1,0,0,0,1,0,0,0
3637,90,20819340,1,60,150,2,0,120,2,1.73,1,0,0,0,0,1,0,0
3638,145,20820051,1,40,0,4,1,2,2,2.69,1,0,0,0,1,0,0,0
3639,50,20820681,3,50,100,6,2,1,4,3.27,2,0,0,0,0,0,0,1
3640,50,20820804,1,25,100,1,1,2,1,0.13,1,0,1,0,1,0,0,0
3641,125,20831049,1,50,0,2,0,3,2,3.23,1,0,0,0,0,0,0,1
3642,77,20831082,2,100,500,4,2,2,2,3.27,2,0,0,0,0,0,1,0
3643,99,20833920,1,50,0,3,1,2,2,2.75,1,0,0,0,0,0,0,1
3644,138,20834662,1,25,100,4,1,2,4,2.54,1,0,0,0,0,0,0,1
3645,110,20845055,2,40,0,6,0,1,1,0.04,2,0,0,0,1,0,0,0
3646,500,20846640,1,160,200,4,2,2,1,0.1,1,0,0,0,1,0,0,0
3647,89,20851050,1,90,0,4,1,2,2,1.88,1,0,0,0,0,0,1,0
3648,85,20860740,1,59,200,4,0,1,2,3.25,1,0,0,0,0,0,0,1
3649,135,20863673,8,55,300,2,0,1,1,5.17,7,0,0,0,0,0,0,1
3650,200,20871985,170,75,300,2,0,5,1,0.31,159,0,0,0,0,0,0,1
3651,135,20872735,1,75,0,4,1,2,2,2.29,1,0,0,0,0,0,0,1
3652,18,20883221,4,60,0,6,3,2,6,0.63,4,0,0,0,0,0,0,1
3653,60,20885130,1,25,0,2,1,2,1,1.4,1,0,1,0,1,0,0,0
3654,725,20886381,2,285,400,4,2,4,4,0.14,1,0,0,0,0,0,0,1
3655,100,20886422,1,95,450,4,1,2,2,2.92,1,0,0,0,0,0,0,1
3656,150,20896567,10,50,200,3,0,1,2,6.34,4,0,0,0,0,0,0,1
3657,150,20897112,10,50,200,3,0,1,2,7.9,4,0,0,0,0,0,0,1
3658,100,20897681,2,100,250,6,2,2,4,3.44,2,0,0,0,0,0,0,1
3659,79,20902861,1,75,100,4,2,2,2,1.69,1,0,0,0,0,0,1,0
3660,150,20903261,8,75,300,2,1,1,2,1.67,7,0,0,0,0,0,0,1
3661,80,20903296,8,75,200,2,0,1,2,2.6,7,0,0,0,0,0,0,1
3662,120,20904606,16,55,300,3,0,1,1,6.07,6,0,0,0,0,0,0,1
3663,35,20905174,7,25,100,1,1,5,1,0.41,3,0,1,0,0,0,0,1
3664,195,20914463,57,130,500,6,2,3,1,1.5,53,0,0,0,0,0,0,1
3665,89,20917942,1,85,200,2,1,2,1,1.71,1,0,0,0,0,0,0,1
3666,60,20919163,2,70,0,2,1,3,2,2.56,2,0,1,0,0,0,0,1
3667,90,20920840,3,75,0,4,2,2,4,0.73,1,0,0,0,0,0,1,0
3668,199,20929157,1,115,250,6,3,2,1,1.03,1,0,0,0,0,0,0,1
3669,48,20931768,1,30,0,2,1,1,1,1.32,1,0,1,0,1,0,0,0
3670,225,20931842,4,145,150,9,4,1,1,6.03,3,0,0,0,0,0,0,1
3671,40,20933028,1,0,0,6,1,1,2,3.74,1,0,1,0,1,0,0,0
3672,65,20935982,1,15,100,2,1,2,1,0.91,1,0,1,0,1,0,0,0
3673,105,20936253,2,45,0,4,2,2,1,0.7,2,0,1,0,0,0,1,0
3674,99,20942684,1,60,250,2,1,5,1,0.52,1,0,0,0,0,0,1,0
3675,104,20943682,1,75,0,4,1,1,1,8.52,1,0,0,0,0,0,0,1
3676,90,20948220,3,40,200,2,1,2,1,6.93,3,0,0,0,0,0,0,1
3677,88,20959219,7,0,0,3,1,1,1,3.87,4,0,0,0,0,0,0,1
3678,325,20961349,4,125,500,5,2,2,1,0.78,4,0,0,0,0,0,0,1
3679,395,20962091,4,125,500,7,3,2,1,1.52,4,0,0,0,0,0,0,1
3680,95,20968637,1,30,300,2,1,2,1,0.13,1,0,1,0,1,0,0,0
3681,149,20969227,1,40,0,4,2,2,4,1.24,1,0,0,0,0,0,0,1
3682,60,20970073,1,30,100,2,0,2,1,4.14,1,0,0,0,0,0,0,1
3683,120,20971945,1,60,150,4,1,2,1,3.46,1,0,0,0,0,0,0,1
3684,62,20978960,1,45,0,4,2,1,2,8.29,1,0,0,0,0,0,0,1
3685,110,20982087,1,85,0,3,1,2,2,0.71,1,0,0,0,1,0,0,0
3686,150,20982398,1,50,300,4,2,2,2,0.25,1,0,0,0,1,0,0,0
3687,75,20983058,1,70,500,4,2,2,4,4.58,1,0,0,0,0,0,0,1
3688,40,20985659,1,25,0,2,1,1,1,5.91,1,0,1,0,0,0,0,1
