,id,host_listings_count,latitude,longitude,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,bedrooms,beds,accommodates,zipcode_98052,zipcode_98101,zipcode_98102,zipcode_98103,zipcode_98104,zipcode_98104-4417,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98121,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98134,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98155,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98199,room_type_Hotel room,room_type_Private room,room_type_Shared room,host_response_time_unknown,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour
0,2318,2,47.610820000000004,-122.29082,296,500,250,8,30,1000,100,10,10,10,10,2,0.21,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5682,1,47.52398,-122.35989,48,120,45,1,3,14,95,10,10,9,10,1,3.99,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,6606,5,47.654109999999996,-122.33761000000001,90,200,40,2,2,1125,92,9,9,10,9,3,1.19,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,9419,8,47.55062,-122.32014,62,100,10,1,2,60,93,10,10,10,10,8,1.29,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4,9460,4,47.61265,-122.32936000000001,99,0,45,1,3,29,98,10,10,10,10,4,3.62,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,9531,2,47.55539,-122.38474,165,300,120,2,3,365,100,10,10,10,10,2,0.39,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,9534,2,47.55624,-122.38598,125,300,95,2,2,365,100,10,10,10,10,2,0.47,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,9596,5,47.654790000000006,-122.33652,120,200,85,2,2,60,91,9,9,10,9,3,0.9,1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,9909,8,47.56521,-122.37375,125,300,150,4,3,120,96,10,10,10,10,7,0.59,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,11012,5,47.65448,-122.33646,299,350,165,4,2,90,96,10,9,10,10,3,0.78,3,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10,15108,3,47.68827,-122.33586000000001,60,0,10,1,1,730,90,9,9,10,9,3,0.71,3,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11,15749,2,47.68407,-122.32648999999999,32,500,20,1,24,140,95,9,8,10,9,2,0.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12,17951,8,47.55538,-122.38622,105,300,50,2,2,120,98,10,10,10,10,7,1.01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,19619,57,47.613620000000004,-122.34706000000001,145,500,107,1,2,365,97,10,10,10,9,53,0.93,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,20927,2,47.67334,-122.39511999999999,89,0,20,2,2,28,97,10,9,10,10,2,4.96,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,20928,2,47.67361,-122.3938,79,0,20,1,2,21,97,10,10,10,10,2,6.04,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,23192,7,47.622370000000004,-122.31591999999999,200,300,80,2,3,730,97,10,10,10,10,4,1.55,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,24212,57,47.6154,-122.34866000000001,157,500,130,6,1,365,94,10,10,10,9,53,0.81,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,25002,1,47.67941,-122.37053999999999,70,0,15,2,2,365,98,10,10,10,10,1,6.62,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,26116,5,47.61743,-122.32676000000001,259,500,100,2,2,30,96,10,10,10,9,1,1.3,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,26795,1,47.63953,-122.32838000000001,165,1500,0,2,3,730,93,9,9,10,9,1,0.56,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,30712,1,47.6789,-122.38186,64,0,50,1,3,90,88,9,8,10,10,1,1.01,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,43373,1,47.65055,-122.33058999999999,55,0,15,1,2,30,95,10,10,10,10,1,2.4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23,47491,4,47.69246,-122.28688000000001,50,100,50,1,30,90,93,9,9,9,9,4,0.42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24,48848,2,47.67159,-122.25995,80,0,125,2,5,365,99,10,10,10,10,2,0.39,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,52525,4,47.6927,-122.28548,45,100,50,1,3,90,91,9,9,10,10,4,0.27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26,58503,1,47.67947,-122.3566,75,0,35,2,2,30,94,9,9,10,9,1,4.05,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,63733,1,47.67171,-122.36589,76,0,20,2,3,14,97,10,10,10,10,1,2.32,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,66540,4,47.69421,-122.28625,50,100,35,1,3,90,96,10,9,9,10,4,0.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29,66611,4,47.692820000000005,-122.28533999999999,45,95,35,1,3,90,90,9,9,9,9,4,0.28,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30,77149,1,47.62585,-122.32003999999999,110,0,50,2,5,1125,87,9,8,10,9,1,0.15,1,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,84271,0,47.624340000000004,-122.3037,250,100,50,2,1,60,100,10,10,10,10,1,0.38,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,107884,1,47.58,-122.40203999999999,92,300,30,2,2,365,98,10,10,10,10,1,1.54,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,108765,1,47.55257,-122.30435,130,0,15,1,2,30,100,10,10,10,10,1,0.62,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,116221,1,47.65437,-122.35745,120,400,120,1,30,330,97,10,10,10,9,1,0.52,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,117165,2,47.568740000000005,-122.40648999999999,150,200,75,1,2,90,99,10,10,10,10,2,1.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36,132120,1,47.66923,-122.33516999999999,110,0,40,2,2,30,93,10,9,10,9,1,1.12,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,132160,2,47.68226,-122.34345,150,400,120,3,3,10,97,10,10,10,9,2,2.77,2,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,134091,17,47.62142,-122.31642,170,0,150,2,7,180,97,10,10,10,10,13,1.78,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,136480,2,47.55508,-122.26455,85,0,25,1,2,14,97,9,10,9,9,2,1.07,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,140331,1,47.61894,-122.29212,75,0,40,3,1,90,97,10,10,10,10,1,1.47,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,143704,1,47.61231,-122.29825,68,0,85,2,3,30,97,10,10,10,10,1,3.75,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,151545,7,47.650079999999996,-122.31931000000002,199,750,150,4,7,1125,99,10,9,10,10,3,0.35,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,170273,1,47.62767,-122.35861000000001,750,500,175,6,2,60,100,10,10,10,10,1,2.41,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,189156,1,47.545429999999996,-122.39783999999999,78,300,50,2,2,60,96,10,10,10,10,1,3.09,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,190984,2,47.55284,-122.27788999999999,80,150,50,2,2,28,92,10,10,9,9,2,2.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,192666,2,47.582159999999995,-122.39386999999999,59,500,30,1,1,60,100,10,10,10,10,2,2.31,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
47,193836,1,47.5357,-122.38631000000001,89,200,75,2,1,180,94,10,10,10,10,1,1.9,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,202251,1,47.6777,-122.35983999999999,175,500,175,4,30,150,89,9,9,9,9,1,0.38,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,210316,4,47.6999,-122.36613999999999,95,100,50,2,3,365,95,9,10,9,10,4,1.13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
50,215882,1,47.5613,-122.28121999999999,80,125,75,2,2,6,98,10,10,10,10,1,3.82,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,217142,4,47.61534,-122.34791000000001,200,200,115,1,2,365,95,9,10,10,9,4,1.67,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52,218741,2,47.68231,-122.37875,90,200,25,2,1,21,96,10,10,10,10,2,1.49,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
53,219532,11,47.65692,-122.36093000000001,275,400,80,4,2,100,94,10,10,10,9,5,0.97,3,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,224763,4,47.613859999999995,-122.34879,139,300,95,1,1,365,94,10,10,10,9,4,1.1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,226495,11,47.689659999999996,-122.36838999999999,170,300,70,2,2,120,90,9,10,10,9,5,1.02,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,226536,2,47.6612,-122.40145,46,100,15,1,1,21,95,9,10,10,9,2,2.09,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
57,226677,8,47.549690000000005,-122.31868,55,100,10,1,2,30,96,10,10,9,10,8,1.54,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58,229990,2,47.57823,-122.41181,160,200,75,6,1,28,100,10,10,10,10,1,0.53,2,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,241016,3,47.64329,-122.37581999999999,215,0,20,2,2,60,95,10,10,10,9,3,1.56,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,241032,3,47.63629,-122.37103,165,0,10,1,3,365,94,10,10,9,9,3,3.09,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,243885,1,47.67058,-122.32363000000001,125,100,100,5,7,30,95,10,10,10,10,1,0.04,2,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62,251922,1,47.58143,-122.39411000000001,85,250,90,2,1,65,94,9,9,10,9,1,2.45,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,254340,1,47.677170000000004,-122.36169,85,200,75,2,30,180,98,10,10,10,10,1,1.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,260613,2,47.68649,-122.36846000000001,100,800,100,1,1,180,98,10,10,10,9,1,0.59,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,261912,2,47.68378,-122.34201000000002,200,400,150,2,4,14,96,10,10,10,10,2,0.34,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,271509,57,47.61578,-122.34872,144,500,130,1,2,365,94,10,9,10,9,53,0.83,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,277416,4,47.61607,-122.34668,139,300,96,1,2,365,97,10,10,10,9,4,1.26,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,278830,3,47.63292,-122.37246999999999,375,2000,200,4,3,1125,93,10,10,9,9,3,0.83,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,281208,17,47.5938,-122.30515,229,0,170,4,7,365,97,10,10,10,10,13,1.77,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,284087,3,47.61148,-122.32911999999999,183,100,95,4,3,90,96,10,10,10,10,1,2.06,2,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,286080,57,47.61523,-122.34703,182,500,130,1,2,365,95,10,10,10,9,53,1.04,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,299817,2,47.62388,-122.30133000000001,125,350,250,2,7,1125,93,8,6,10,8,1,0.65,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,301059,57,47.61497,-122.34855,94,500,107,1,2,1125,98,10,10,10,10,53,0.62,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,303277,4,47.64481,-122.32428999999999,120,1200,250,1,30,1125,96,10,10,10,9,2,0.11,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,311790,4,47.64642,-122.32495,50,100,75,1,1,1,100,10,10,10,10,2,0.05,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
76,317248,17,47.62336,-122.31668,240,0,170,4,7,30,97,10,10,10,9,13,2.03,2,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,319768,1,47.59583,-122.29788,135,0,100,3,5,30,100,10,8,9,10,1,0.05,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
78,338091,3,47.618970000000004,-122.32421000000001,165,200,60,2,1,365,93,10,9,10,9,3,1.3,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,340706,1,47.655879999999996,-122.33214,90,100,30,2,2,60,96,10,10,10,10,1,2.02,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,341454,3,47.61038,-122.31156999999999,175,0,65,1,30,60,96,10,10,10,9,3,1.26,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,353039,8,47.61367,-122.32203,155,0,75,1,3,90,97,10,10,10,10,6,0.61,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,353110,1,47.58003,-122.39025,107,0,65,1,4,1125,95,10,10,10,10,1,0.77,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,353347,1,47.50509,-122.37823999999999,185,300,125,4,4,15,97,10,9,9,9,1,0.39,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
84,356248,7,47.65005,-122.3211,199,500,150,1,7,365,98,10,10,10,9,3,0.66,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,356608,8,47.613040000000005,-122.32321,196,0,100,1,3,29,96,10,10,10,10,6,1.34,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,365550,3,47.59902,-122.32708000000001,125,250,0,1,3,14,95,10,10,10,10,2,7.98,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
87,368403,1,47.68354,-122.33091,450,600,425,1,4,30,98,10,10,10,9,1,0.45,6,6,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
88,370361,2,47.683479999999996,-122.35705,85,0,50,2,3,30,99,10,10,10,10,2,2.37,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
89,380950,1,47.66623,-122.3607,400,400,225,8,1,1125,79,8,8,9,8,1,0.28,4,5,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90,384797,9,47.6257,-122.32095,499,1500,479,11,3,1124,97,9,10,10,9,3,0.54,6,20,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,387078,7,47.62178,-122.32378999999999,119,200,99,1,1,365,96,10,10,10,9,7,1.86,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,387464,1,47.67675,-122.29397,93,0,20,2,2,7,98,10,10,10,10,1,2.35,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,392140,1,47.58513,-122.31526000000001,72,0,15,1,2,7,98,10,10,10,10,1,2.86,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
94,392779,1,47.57577,-122.31636,112,250,85,2,3,300,96,10,10,9,9,1,1.52,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
95,413733,2,47.60907,-122.29613,269,100,50,2,2,18,99,10,10,10,10,2,3.25,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,421168,1,47.699220000000004,-122.35072,71,0,30,2,1,7,97,10,10,9,10,1,3.78,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
97,430609,8,47.65925,-122.34831000000001,225,0,99,1,21,1124,97,10,10,10,10,5,0.81,3,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,430610,8,47.6541,-122.33851000000001,259,200,99,7,5,1124,97,10,10,10,10,5,1.16,3,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,433842,1,47.68528,-122.34316000000001,85,100,75,1,2,14,97,10,10,10,9,1,1.22,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,445199,1,47.56966,-122.36171000000002,80,100,40,2,2,20,96,10,9,9,10,1,1.09,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101,447488,2,47.61953,-122.31581000000001,120,250,80,1,1,29,94,9,9,10,9,2,0.65,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
102,451012,1,47.71352,-122.35874,195,0,200,6,7,14,98,8,10,10,10,1,0.02,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103,463768,1,47.66899,-122.4028,395,0,125,5,2,30,93,9,9,9,9,1,0.27,4,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
